cord;smile;0.02;0.0596714276793718
rooster;voyage;0.04;0.0501303369741049
noon;string;0.04;0.0652694046478817
fruit;furnace;0.05;0.0609372916831211
autograph;shore;0.06;0
automobile;wizard;0.11;0.0738265715345285
mound;stove;0.14;0.068149831834204
grin;implement;0.18;0.0692587328171581
asylum;fruit;0.19;0.0653095335972054
asylum;monk;0.39;0.0552966170331761
graveyard;madhouse;0.42;0.0538965533769457
glass;magician;0.44;0.060445444596714
boy;rooster;0.44;0.0726589800400733
cushion;jewel;0.45;0.0694366482547765
monk;slave;0.57;0.066138684983793
asylum;cemetery;0.79;0.0551006779610187
coast;forest;0.85;0.0627623451593688
grin;lad;0.88;0.0631572677100935
shore;woodland;0.90;0.0593950825829739
monk;oracle;0.91;0.0587652335919064
boy;sage;0.96;0.0680224267092435
automobile;cushion;0.97;0.0893969654029807
mound;shore;0.97;0.167161390027273
lad;wizard;0.99;0.0758750398287767
forest;graveyard;1.00;0.058713932408429
food;rooster;1.09;0.0671070655795743
cemetery;woodland;1.18;0.0538965533769457
shore;voyage;1.22;0.0575272992589265
bird;woodland;1.24;0.0638094556026116
coast;hill;1.26;0.218668440706594
furnace;implement;1.37;0.0763975183521279
crane;rooster;1.41;0
hill;woodland;1.48;0.0593035880489827
car;journey;1.55;0.0706994932607498
cemetery;mound;1.69;0.058248691000892
glass;jewel;1.78;0.0716343459629848
magician;oracle;1.82;0.0587652335919064
crane;implement;2.37;0.0784009172447185
brother;lad;2.41;0.0829630864814942
sage;wizard;2.46;0.0580046142753162
oracle;sage;2.61;0.108331098490463
bird;crane;2.63;0
bird;cock;2.63;0.268117975063714
food;fruit;2.69;0.0860722514427093
brother;monk;2.74;0.0689438423392179
asylum;madhouse;3.04;2.46630346237644
furnace;stove;3.11;0.0596908299498797
magician;wizard;3.21;12876699.5000476
hill;mound;3.29;12876699.5000476
cord;string;3.41;0.655283817320338
glass;tumbler;3.45;0.378923181689951
grin;smile;3.46;12876699.5000476
serf;slave;3.46;0
journey;voyage;3.58;0.353388466145911
autograph;signature;3.59;0
coast;shore;3.60;1.6154065629778
forest;woodland;3.65;12876699.5000476
implement;tool;3.66;0.848424690094929
cock;rooster;3.68;12876699.5000476
boy;lad;3.82;0.292873571087795
cushion;pillow;3.84;12876699.5000476
cemetery;graveyard;3.88;12876699.5000476
automobile;car;3.92;12876699.5000476
midday;noon;3.94;12876699.5000476
gem;jewel;3.94;12876699.5000476
