automobile;car;3.92;12876699.5000476
gem;jewel;3.84;12876699.5000476
journey;voyage;3.84;0.353388466145911
boy;lad;3.76;0.292873571087795
coast;shore;3.70;1.6154065629778
asylum;madhouse;3.61;2.46630346237644
magician;wizard;3.50;12876699.5000476
midday;noon;3.42;12876699.5000476
furnace;stove;3.11;0.0596908299498797
food;fruit;3.08;0.0860722514427093
bird;cock;3.05;0.268117975063714
bird;crane;2.97;0
implement;tool;2.95;0.848424690094929
brother;monk;2.82;0.0689438423392179
brother;lad;1.66;0.0829630864814942
crane;implement;1.68;0.0784009172447185
car;journey;1.16;0.0706994932607498
monk;oracle;1.10;0.0587652335919064
cemetery;woodland;0.95;0.0538965533769457
food;rooster;0.89;0.0671070655795743
coast;hill;0.87;0.218668440706594
forest;graveyard;0.84;0.058713932408429
shore;woodland;0.63;0.0593950825829739
monk;slave;0.55;0.066138684983793
coast;forest;0.42;0.0627623451593688
lad;wizard;0.42;0.0758750398287767
cord;smile;0.13;0.0596714276793718
glass;magician;0.11;0.060445444596714
rooster;voyage;0.08;0.0501303369741049
noon;string;0.08;0.0652694046478817
