abuse;misuse;coord;0.78904
abuse;mistreatment;coord;0.38439
abuse;neglect;coord;0.37797
abuse;harm;coord;0.28926
abuse;violence;coord;0.23231
abuse;rape;coord;0.21631
abuse;violation;coord;0.18003
abuse;mistreat;coord;0.17177
abuse;prostitution;coord;0.1669
abuse;manipulation;coord;0.14093
abuse;injure;coord;0.12682
abuse;persecution;coord;0.12562
abuse;exploitation;coord;0.12543
abuse;exploit;coord;0.1091
abuse;outrage;coord;0.10501
abuse;intimidation;coord;0.096073
abuse;hurt;coord;0.091155
abuse;swear;coord;0.088389
abuse;molest;coord;0.081565
abuse;consultation;random;0.080905
abuse;insults;coord;0.068777
abuse;acquire;random;0.067849
abuse;form;random;0.064696
abuse;period;random;0.064084
abuse;gulp;random;0.063636
abuse;cruelty;coord;0.062849
abuse;oppression;coord;0.05956
abuse;volley;random;0.053621
abuse;network;random;0.052981
abuse;embodiment;random;0.047916
abuse;commissariat;random;0.045388
abuse;invective;coord;0.044634
abuse;kink;random;0.041884
abuse;gag;random;0.039517
abuse;smash;random;0.038438
abuse;oath;coord;0.037144
abuse;tyrant;random;0.035273
abuse;girl;random;0.03307
abuse;hoist;random;0.032708
abuse;bubble;random;0.031184
abuse;decree;random;0.028745
abuse;sauce;coord;0.028449
abuse;remonstrate;random;0.026407
abuse;manipulate;coord;0.026362
abuse;paving;random;0.023873
abuse;economy;random;0.018894
abuse;measure;random;0.018776
abuse;egotist;random;0.018077
abuse;sentinel;random;0.014934
abuse;cursing;coord;0.012546
abuse;parson;random;0.011958
abuse;insult;coord;0.011784
abuse;polka;random;0.010872
abuse;batter;coord;0.010063
abuse;cb;random;0.0094537
abuse;armory;random;0.0037296
abuse;loop;random;0.0018403
abuse;earth;random;0.00098936
abuse;billingsgate;coord;0
abuse;mercature;random;0
abuse;scurrility;coord;0
abuse;minacity;coord;0
abuse;name-calling;coord;0
abuse;revilement;coord;0
abuse;ill-treat;coord;0
abuse;profanation;coord;0
abuse;desecration;coord;0
abuse;vilification;coord;0
abuse;objurgation;coord;0
abuse;contumely;coord;0
abuse;naik;random;0
abuse;pigwidgeon;random;0
abuse;high-low;random;0
abuse;vituperation;coord;0
abuse;forger;random;0
abuse;ill-treatment;coord;0
abuse;maltreatment;coord;0
abuse;offertory;random;0
abuse;scupper;random;0
abuse;ribaldry;coord;0
abuse;roti;random;0
abuse;piquet;random;0
abuse;arboriculture;random;0
abuse;maltreat;coord;0
abuse;tell-tale;random;0
abuse;swearing;coord;0
abuse;steamship;random;0
abuse;chameleon;random;0
abuse;raff;random;0
abuse;waste;coord;0
abuse;heifer;random;0
abuse;faggot;random;0
abuse;brainstorm;random;0
abuse;juggle;random;0
advocate;counsel;coord;0.41853
advocate;partisan;coord;0.31495
advocate;proponent;coord;0.25423
advocate;counselor;coord;0.24434
advocate;solicitor;coord;0.2436
advocate;exponent;coord;0.10764
advocate;mediator;coord;0.10615
advocate;champion;coord;0.088566
advocate;food;random;0.081529
advocate;friend;coord;0.080771
advocate;auctioneer;coord;0.07811
advocate;underwriter;coord;0.071874
advocate;proctor;coord;0.053472
advocate;mall;random;0.051011
advocate;blow;random;0.050344
advocate;patron;coord;0.04518
advocate;broker;coord;0.044245
advocate;cadence;random;0.041125
advocate;garden;random;0.03082
advocate;kettle;random;0.016382
advocate;counsellor;coord;0.0070896
advocate;marmalade;random;0.0019276
advocate;velocipede;random;0
advocate;pleader;coord;0
advocate;complexness;random;0
advocate;sympathizer;coord;0
advocate;counselor-at-law;coord;0
advocate;advocator;coord;0
advocate;conspectus;random;0
advocate;churchdom;random;0
advocate;comatoseness;random;0
advocate;wellwisher;coord;0
advocate;tonga;random;0
advocate;groyne;random;0
advocate;generalissimo;random;0
advocate;nestor;random;0
advocate;heather;random;0
advocate;valour;random;0
advocate;hubbub;random;0
advocate;paraffin;random;0
aficionado;enthusiast;coord;0
aficionado;enlargement;random;0
aficionado;adherent;coord;0
aficionado;statute;random;0
aficionado;admirer;coord;0
aficionado;bawdyhouse;random;0
aficionado;foundling;random;0
aficionado;fanatic;coord;0
aficionado;blot;random;0
aficionado;corn;random;0
aficionado;fan;coord;0
aficionado;capital;random;0
aficionado;addict;coord;0
aficionado;devotee;coord;0
agenda;propriety;random;0.10985
agenda;schedule;coord;0.049734
agenda;calendar;coord;0.045675
agenda;corporation;random;0.038162
agenda;decoy;random;0.032855
agenda;gentilism;random;0
agenda;agendum;coord;0
agenda;docket;coord;0
aggressor;propriety;random;0.20213
aggressor;attacker;coord;0.10721
aggressor;assailant;coord;0.10375
aggressor;invader;coord;0.093523
aggressor;antagonist;coord;0.079363
aggressor;goods;random;0.013778
aggressor;provoker;coord;0
aggressor;gentilism;random;0
aggressor;chock;random;0
aggressor;corporation;random;0
agitator;activist;coord;0.097989
agitator;propriety;random;0.03309
agitator;gentilism;random;0
agitator;fomenter;coord;0
agitator;chock;random;0
agitator;protester;coord;0
agitator;dissenter;coord;0
agitator;campaigner;coord;0
agitator;pistol;random;0
agitator;corporation;random;0
agriculture;farming;coord;0.75296
agriculture;cultivation;coord;0.74457
agriculture;husbandry;coord;0.45885
agriculture;commerce;coord;0.3665
agriculture;horticulture;coord;0.21424
agriculture;gardening;coord;0.1695
agriculture;treasury;coord;0.14164
agriculture;cope;random;0.085495
agriculture;cortes;random;0.057026
agriculture;attorney;random;0.051188
agriculture;enfranchisement;random;0.036852
