Arafat;peace;6.73;0
Arafat;terror;7.65;0
Arafat;Jackson;2.50;0
FBI;fingerprint;6.94;0
FBI;investigation;8.31;0
Harvard;Yale;8.13;0
Japanese;American;6.50;0
Jerusalem;Israel;8.46;0
Jerusalem;Palestinian;7.65;0
Maradona;football;8.62;0
Mars;water;2.94;0
Mars;scientist;5.63;0
Mexico;Brazil;7.44;0
OPEC;country;5.63;0
OPEC;oil;8.59;0
Wednesday;news;2.22;0
admission;ticket;7.69;0.2816
alcohol;chemistry;5.54;0
aluminum;metal;7.83;0.18771
announcement;production;3.38;0.0047909
announcement;news;7.56;0
announcement;effort;2.75;0
announcement;warning;6.00;0
architecture;century;3.78;0
arrangement;accommodation;5.41;0.000652
arrival;hotel;6.00;0
asylum;madhouse;8.87;0.85308
atmosphere;landscape;3.69;0.01786
attempt;peace;4.25;0
baby;mother;7.85;0.050259
bank;money;8.12;0.034912
baseball;season;5.97;0.00060103
bed;closet;6.72;0.09039
benchmark;index;4.25;0.029098
bird;crane;7.38;0.2199
bird;cock;7.10;0.073479
bishop;rabbi;6.69;0
board;recommendation;4.47;0
book;paper;7.46;0.1755
book;library;7.46;0.14302
boxing;round;7.61;0.014277
boy;lad;8.83;0.11281
bread;butter;6.19;0.39882
brother;monk;6.27;0.44304
calculation;computation;8.44;0.23909
canyon;landscape;7.53;0.020817
car;automobile;8.94;0.31358
car;flight;4.94;0.0012361
cell;phone;7.81;0.069564
cemetery;woodland;2.08;0.0056368
century;year;7.59;0.12488
century;nation;3.16;0.0016864
championship;tournament;8.36;0.079169
chance;credibility;3.88;0
change;attitude;5.44;0.010438
chord;smile;0.54;0
closet;clothes;8.00;0
coast;shore;9.10;0.14722
coast;hill;4.38;0.041446
coast;forest;3.15;0.004733
company;stock;7.08;0.035651
competition;price;6.44;0.0044157
computer;internet;7.58;0.11773
computer;keyboard;7.62;0.047878
computer;software;8.50;0.04571
computer;laboratory;6.78;0
computer;news;4.47;0
concert;virtuoso;6.81;0.016589
consumer;energy;4.75;0.068907
consumer;confidence;4.13;0
country;citizen;7.31;0.087031
crane;implement;2.69;0
credit;card;8.06;0.0013626
