Arafat;peace;6.73;0
Arafat;terror;7.65;0
Arafat;Jackson;2.50;0
FBI;fingerprint;6.94;0
FBI;investigation;8.31;0
Harvard;Yale;8.13;0
Japanese;American;6.50;0
Jerusalem;Israel;8.46;0
Jerusalem;Palestinian;7.65;0
Maradona;football;8.62;0
Mars;water;2.94;0
Mars;scientist;5.63;0
Mexico;Brazil;7.44;0
OPEC;country;5.63;0
OPEC;oil;8.59;0
Wednesday;news;2.22;0
admission;ticket;7.69;0.12625
alcohol;chemistry;5.54;0.027998
aluminum;metal;7.83;0.21646
announcement;news;7.56;0.21992
announcement;warning;6.00;0.16654
announcement;production;3.38;0.15441
announcement;effort;2.75;0.15127
architecture;century;3.78;0.091677
arrangement;accommodation;5.41;0.12044
arrival;hotel;6.00;0.062257
asylum;madhouse;8.87;0.049886
atmosphere;landscape;3.69;0.081806
attempt;peace;4.25;0.11957
baby;mother;7.85;0.30062
bank;money;8.12;0.1826
baseball;season;5.97;0.20723
bed;closet;6.72;0.075016
benchmark;index;4.25;0.18675
bird;crane;7.38;0.13926
bird;cock;7.10;0.046542
bishop;rabbi;6.69;0.20912
board;recommendation;4.47;0.15874
book;paper;7.46;0.28099
book;library;7.46;0.17522
boxing;round;7.61;0.10274
boy;lad;8.83;0.28478
bread;butter;6.19;0.59788
brother;monk;6.27;0.048498
calculation;computation;8.44;0.4817
canyon;landscape;7.53;0.10585
car;automobile;8.94;0.54697
car;flight;4.94;0.14198
cell;phone;7.81;0.092918
cemetery;woodland;2.08;0.084105
century;year;7.59;0.1312
century;nation;3.16;0.082959
championship;tournament;8.36;0.30706
chance;credibility;3.88;0.11619
change;attitude;5.44;0.2942
chord;smile;0.54;0.040642
closet;clothes;8.00;0.12078
coast;shore;9.10;0.39167
coast;hill;4.38;0.11354
coast;forest;3.15;0.053777
company;stock;7.08;0.18732
competition;price;6.44;0.12088
computer;software;8.50;0.45895
computer;laboratory;6.78;0.23794
computer;internet;7.58;0.14657
computer;keyboard;7.62;0.14327
computer;news;4.47;0.07592
concert;virtuoso;6.81;0.27114
consumer;energy;4.75;0.087725
consumer;confidence;4.13;0.060457
